id,scrip,date,instrument_token,tradingsymbol,strike,option_type,expiry,open,high,low,close,volume,oi,spot_close
83184,LICI,2026-08-12,22985986,LICI26SEP405PE,405,PE,2026-09-29,10.7,10.7,10.7,10.7,0,0,417
83185,LICI,2026-08-12,31162882,LICI26SEP410CE,410,CE,2026-09-29,15,18.2,13.2,17.7,371000,613200,417
83186,LICI,2026-08-12,31164930,LICI26SEP410PE,410,PE,2026-09-29,10.8,13,8.25,8.75,196000,582400,417
83187,LICI,2026-08-12,22986242,LICI26SEP415CE,415,CE,2026-09-29,11.55,15.45,11.5,15.1,78400,128800,417
83188,LICI,2026-08-12,22986498,LICI26SEP415PE,415,PE,2026-09-29,13.1,13.1,11,11,8400,8400,417
83189,LICI,2026-08-12,31165186,LICI26SEP420CE,420,CE,2026-09-29,10.1,13.3,9,12.85,257600,401800,417
83190,LICI,2026-08-12,31165442,LICI26SEP420PE,420,PE,2026-09-29,17,18.95,13.05,13.3,74200,102200,417
83191,LICI,2026-08-12,22986754,LICI26SEP425CE,425,CE,2026-09-29,9.5,11.45,8.25,10.4,85400,49000,417
83192,LICI,2026-08-12,22987010,LICI26SEP425PE,425,PE,2026-09-29,35.5,35.5,35.5,35.5,0,2800,417
83193,LICI,2026-08-12,31165698,LICI26SEP430CE,430,CE,2026-09-29,7.45,9.55,6.8,9.1,72800,85400,417
83194,LICI,2026-08-12,31165954,LICI26SEP430PE,430,PE,2026-09-29,25,25,18.7,18.95,9800,7000,417
83195,LICI,2026-08-12,22987266,LICI26SEP435CE,435,CE,2026-09-29,5.4,7.3,5.4,7.3,12600,16800,417
83196,LICI,2026-08-12,22987522,LICI26SEP435PE,435,PE,2026-09-29,27.15,27.15,27.15,27.15,4200,5600,417
83197,LICI,2026-08-12,31166210,LICI26SEP440CE,440,CE,2026-09-29,4.75,6.45,4.5,6.2,240800,257600,417
83198,LICI,2026-08-12,31166466,LICI26SEP440PE,440,PE,2026-09-29,30.5,30.5,29,29,16800,12600,417
83199,LICI,2026-08-12,22987778,LICI26SEP445CE,445,CE,2026-09-29,5.25,5.4,5.2,5.25,9800,21000,417
83200,LICI,2026-08-12,22988034,LICI26SEP445PE,445,PE,2026-09-29,35.25,35.25,31.75,31.75,8400,4200,417
83201,LICI,2026-08-12,31166722,LICI26SEP450CE,450,CE,2026-09-29,3.45,4.7,3.4,4.5,610400,550200,417
83202,LICI,2026-08-12,31166978,LICI26SEP450PE,450,PE,2026-09-29,58.9,58.9,58.9,58.9,0,4200,417
83203,LICI,2026-08-12,22999298,LICI26SEP455CE,455,CE,2026-09-29,12.95,12.95,12.95,12.95,0,0,417
83204,LICI,2026-08-12,22999554,LICI26SEP455PE,455,PE,2026-09-29,36.05,36.05,36.05,36.05,0,0,417
83205,LICI,2026-08-12,31167234,LICI26SEP460CE,460,CE,2026-09-29,2.3,3.4,2.3,3.15,99400,93800,417
83206,LICI,2026-08-12,31167490,LICI26SEP460PE,460,PE,2026-09-29,52,52,52,52,1400,1400,417
83207,LICI,2026-08-12,23000322,LICI26SEP465CE,465,CE,2026-09-29,10.05,10.05,10.05,10.05,0,0,417
83208,LICI,2026-08-12,23000578,LICI26SEP465PE,465,PE,2026-09-29,43.05,43.05,43.05,43.05,0,0,417
83209,LICI,2026-08-12,31171842,LICI26SEP470CE,470,CE,2026-09-29,1.9,2.5,1.65,2.4,277200,198800,417
83210,LICI,2026-08-12,31172098,LICI26SEP470PE,470,PE,2026-09-29,46.7,46.7,46.7,46.7,0,0,417
83211,LICI,2026-08-12,31174402,LICI26SEP480CE,480,CE,2026-09-29,1.45,1.45,1.45,1.45,0,4200,417
83212,LICI,2026-08-12,31174658,LICI26SEP480PE,480,PE,2026-09-29,67.1,67.1,67.1,67.1,0,1400,417
83213,LICI,2026-08-12,31174914,LICI26SEP490CE,490,CE,2026-09-29,10.5,10.5,10.5,10.5,0,0,417
83214,LICI,2026-08-12,31175170,LICI26SEP490PE,490,PE,2026-09-29,61.3,61.3,61.3,61.3,0,0,417
83215,LICI,2026-08-12,31175426,LICI26SEP500CE,500,CE,2026-09-29,0.8,1.5,0.45,1.25,2121000,252000,417
83216,LICI,2026-08-13,31148546,LICI26SEP330CE,330,CE,2026-09-29,107.65,107.65,107.65,107.65,0,0,412.15
83217,LICI,2026-08-13,31148802,LICI26SEP330PE,330,PE,2026-09-29,1,1,1,1,0,2800,412.15
83218,LICI,2026-08-13,22955778,LICI26SEP335CE,335,CE,2026-09-29,96.1,96.1,96.1,96.1,0,0,412.15
83219,LICI,2026-08-13,22956034,LICI26SEP335PE,335,PE,2026-09-29,0.5,0.5,0.5,0.5,0,0,412.15
83220,LICI,2026-08-13,31149058,LICI26SEP340CE,340,CE,2026-09-29,98.35,98.35,98.35,98.35,0,0,412.15
83221,LICI,2026-08-13,31150338,LICI26SEP340PE,340,PE,2026-09-29,1.45,1.45,1.45,1.45,0,0,412.15
83222,LICI,2026-08-13,22966274,LICI26SEP345CE,345,CE,2026-09-29,86.6,86.6,86.6,86.6,0,0,412.15
83223,LICI,2026-08-13,22966530,LICI26SEP345PE,345,PE,2026-09-29,0.85,0.85,0.85,0.85,0,0,412.15
83224,LICI,2026-08-13,31150594,LICI26SEP350CE,350,CE,2026-09-29,60,60,60,60,0,1400,412.15
83225,LICI,2026-08-13,31150850,LICI26SEP350PE,350,PE,2026-09-29,0.9,0.9,0.9,0.9,0,47600,412.15
83226,LICI,2026-08-13,22966786,LICI26SEP355CE,355,CE,2026-09-29,77.3,77.3,77.3,77.3,0,0,412.15
83227,LICI,2026-08-13,22967298,LICI26SEP355PE,355,PE,2026-09-29,1.45,1.45,1.45,1.45,0,0,412.15
83228,LICI,2026-08-13,31151106,LICI26SEP360CE,360,CE,2026-09-29,54.2,54.2,54.2,54.2,0,14000,412.15
83229,LICI,2026-08-13,31151362,LICI26SEP360PE,360,PE,2026-09-29,0.95,0.95,0.95,0.95,0,105000,412.15
83230,LICI,2026-08-13,22967554,LICI26SEP365CE,365,CE,2026-09-29,68.3,68.3,68.3,68.3,0,0,412.15
83231,LICI,2026-08-13,22967810,LICI26SEP365PE,365,PE,2026-09-29,2.35,2.35,2.35,2.35,0,0,412.15
83232,LICI,2026-08-13,31151618,LICI26SEP370CE,370,CE,2026-09-29,50.9,50.9,50.9,50.9,0,1400,412.15
83233,LICI,2026-08-13,31151874,LICI26SEP370PE,370,PE,2026-09-29,1.2,1.2,1.2,1.2,0,145600,412.15
83234,LICI,2026-08-13,22968066,LICI26SEP375CE,375,CE,2026-09-29,59.7,59.7,59.7,59.7,0,0,412.15
83235,LICI,2026-08-13,22968322,LICI26SEP375PE,375,PE,2026-09-29,1.45,1.45,1.45,1.45,0,77000,412.15
83236,LICI,2026-08-13,31152130,LICI26SEP380CE,380,CE,2026-09-29,40.95,40.95,40.95,40.95,0,54600,412.15
83237,LICI,2026-08-13,31152386,LICI26SEP380PE,380,PE,2026-09-29,1.85,1.85,1.85,1.85,0,364000,412.15
83238,LICI,2026-08-13,22982402,LICI26SEP385CE,385,CE,2026-09-29,51.55,51.55,51.55,51.55,0,0,412.15
83239,LICI,2026-08-13,22982658,LICI26SEP385PE,385,PE,2026-09-29,5.4,5.4,5.4,5.4,0,0,412.15
83240,LICI,2026-08-13,31154434,LICI26SEP390CE,390,CE,2026-09-29,31,31,31,31,2800,277200,412.15
83241,LICI,2026-08-13,31154690,LICI26SEP390PE,390,PE,2026-09-29,3.2,3.2,3.2,3.2,1400,247800,412.15
83242,LICI,2026-08-13,22985218,LICI26SEP395CE,395,CE,2026-09-29,19.55,19.55,19.55,19.55,0,0,412.15
83243,LICI,2026-08-13,22985474,LICI26SEP395PE,395,PE,2026-09-29,5.6,5.6,5.6,5.6,0,18200,412.15
83244,LICI,2026-08-13,31155970,LICI26SEP400CE,400,CE,2026-09-29,24,24,24,24,1400,303800,412.15
83245,LICI,2026-08-13,31156226,LICI26SEP400PE,400,PE,2026-09-29,17.9,17.9,17.9,17.9,1400,264600,412.15
83246,LICI,2026-08-13,22985730,LICI26SEP405CE,405,CE,2026-09-29,17.4,17.4,17.4,17.4,0,7000,412.15
83247,LICI,2026-08-13,22985986,LICI26SEP405PE,405,PE,2026-09-29,10.7,10.7,10.7,10.7,0,0,412.15
83248,LICI,2026-08-13,31162882,LICI26SEP410CE,410,CE,2026-09-29,14.2,14.2,12.5,12.5,9800,613200,412.15
83249,LICI,2026-08-13,31164930,LICI26SEP410PE,410,PE,2026-09-29,8.75,8.75,8.75,8.75,0,582400,412.15
83250,LICI,2026-08-13,22986242,LICI26SEP415CE,415,CE,2026-09-29,15.1,15.1,15.1,15.1,0,128800,412.15
83251,LICI,2026-08-13,22986498,LICI26SEP415PE,415,PE,2026-09-29,11,11,11,11,0,8400,412.15
83252,LICI,2026-08-13,31165186,LICI26SEP420CE,420,CE,2026-09-29,12.85,12.85,12.85,12.85,0,401800,412.15
83253,LICI,2026-08-13,31165442,LICI26SEP420PE,420,PE,2026-09-29,13.3,13.3,13.3,13.3,0,102200,412.15
83254,LICI,2026-08-13,22986754,LICI26SEP425CE,425,CE,2026-09-29,10.4,10.4,10.4,10.4,0,49000,412.15
83255,LICI,2026-08-13,22987010,LICI26SEP425PE,425,PE,2026-09-29,35.5,35.5,35.5,35.5,0,2800,412.15
83256,LICI,2026-08-13,31165698,LICI26SEP430CE,430,CE,2026-09-29,8.1,9,8.1,9,2800,84000,412.15
83257,LICI,2026-08-13,31165954,LICI26SEP430PE,430,PE,2026-09-29,18.95,18.95,18.95,18.95,0,7000,412.15
83258,LICI,2026-08-13,22987266,LICI26SEP435CE,435,CE,2026-09-29,7.3,7.3,7.3,7.3,0,16800,412.15
83259,LICI,2026-08-13,22987522,LICI26SEP435PE,435,PE,2026-09-29,27.15,27.15,27.15,27.15,0,5600,412.15
83260,LICI,2026-08-13,31166210,LICI26SEP440CE,440,CE,2026-09-29,4.35,4.35,4.35,4.35,1400,256200,412.15
83261,LICI,2026-08-13,31166466,LICI26SEP440PE,440,PE,2026-09-29,29,29,29,29,0,12600,412.15
83262,LICI,2026-08-13,22987778,LICI26SEP445CE,445,CE,2026-09-29,4.5,4.5,4.5,4.5,1400,19600,412.15
83263,LICI,2026-08-13,22988034,LICI26SEP445PE,445,PE,2026-09-29,31.75,31.75,31.75,31.75,0,4200,412.15
83264,LICI,2026-08-13,31166722,LICI26SEP450CE,450,CE,2026-09-29,4.5,4.5,4.5,4.5,0,550200,412.15
83265,LICI,2026-08-13,31166978,LICI26SEP450PE,450,PE,2026-09-29,58.9,58.9,58.9,58.9,0,4200,412.15
83266,LICI,2026-08-13,22999298,LICI26SEP455CE,455,CE,2026-09-29,12.95,12.95,12.95,12.95,0,0,412.15
83267,LICI,2026-08-13,22999554,LICI26SEP455PE,455,PE,2026-09-29,36.05,36.05,36.05,36.05,0,0,412.15
83268,LICI,2026-08-13,31167234,LICI26SEP460CE,460,CE,2026-09-29,1.9,1.9,1.5,1.85,8400,91000,412.15
83269,LICI,2026-08-13,31167490,LICI26SEP460PE,460,PE,2026-09-29,52,52,52,52,0,1400,412.15
83270,LICI,2026-08-13,23000322,LICI26SEP465CE,465,CE,2026-09-29,10.05,10.05,10.05,10.05,0,0,412.15
83271,LICI,2026-08-13,23000578,LICI26SEP465PE,465,PE,2026-09-29,43.05,43.05,43.05,43.05,0,0,412.15
83272,LICI,2026-08-13,31171842,LICI26SEP470CE,470,CE,2026-09-29,0.6,0.6,0.6,0.6,1400,197400,412.15
83273,LICI,2026-08-13,31172098,LICI26SEP470PE,470,PE,2026-09-29,46.7,46.7,46.7,46.7,0,0,412.15
83274,LICI,2026-08-13,31174402,LICI26SEP480CE,480,CE,2026-09-29,1.45,1.45,1.45,1.45,0,4200,412.15
83275,LICI,2026-08-13,31174658,LICI26SEP480PE,480,PE,2026-09-29,67.1,67.1,67.1,67.1,0,1400,412.15
83276,LICI,2026-08-13,31174914,LICI26SEP490CE,490,CE,2026-09-29,10.5,10.5,10.5,10.5,0,0,412.15
83277,LICI,2026-08-13,31175170,LICI26SEP490PE,490,PE,2026-09-29,61.3,61.3,61.3,61.3,0,0,412.15
83278,LICI,2026-08-13,31175426,LICI26SEP500CE,500,CE,2026-09-29,1.25,1.25,1.25,1.25,0,252000,412.15
83279,LICI,2026-08-14,31148546,LICI26SEP330CE,330,CE,2026-09-29,107.65,107.65,107.65,107.65,0,0,413.5
83280,LICI,2026-08-14,31148802,LICI26SEP330PE,330,PE,2026-09-29,1,1,1,1,0,2800,413.5
83281,LICI,2026-08-14,22955778,LICI26SEP335CE,335,CE,2026-09-29,96.1,96.1,96.1,96.1,0,0,413.5
83282,LICI,2026-08-14,22956034,LICI26SEP335PE,335,PE,2026-09-29,0.5,0.5,0.5,0.5,0,0,413.5
83283,LICI,2026-08-14,31149058,LICI26SEP340CE,340,CE,2026-09-29,98.35,98.35,98.35,98.35,0,0,413.5
83284,LICI,2026-08-14,31150338,LICI26SEP340PE,340,PE,2026-09-29,1.45,1.45,1.45,1.45,0,0,413.5
83285,LICI,2026-08-14,22966274,LICI26SEP345CE,345,CE,2026-09-29,86.6,86.6,86.6,86.6,0,0,413.5
83286,LICI,2026-08-14,22966530,LICI26SEP345PE,345,PE,2026-09-29,0.85,0.85,0.85,0.85,0,0,413.5
83287,LICI,2026-08-14,31150594,LICI26SEP350CE,350,CE,2026-09-29,60,60,60,60,0,1400,413.5
83288,LICI,2026-08-14,31150850,LICI26SEP350PE,350,PE,2026-09-29,0.9,0.9,0.9,0.9,0,47600,413.5
83289,LICI,2026-08-14,22966786,LICI26SEP355CE,355,CE,2026-09-29,77.3,77.3,77.3,77.3,0,0,413.5
83290,LICI,2026-08-14,22967298,LICI26SEP355PE,355,PE,2026-09-29,1.45,1.45,1.45,1.45,0,0,413.5
83291,LICI,2026-08-14,31151106,LICI26SEP360CE,360,CE,2026-09-29,54.2,54.2,54.2,54.2,0,14000,413.5
83292,LICI,2026-08-14,31151362,LICI26SEP360PE,360,PE,2026-09-29,0.95,0.95,0.95,0.95,0,105000,413.5
83293,LICI,2026-08-14,22967554,LICI26SEP365CE,365,CE,2026-09-29,68.3,68.3,68.3,68.3,0,0,413.5
83294,LICI,2026-08-14,22967810,LICI26SEP365PE,365,PE,2026-09-29,2.35,2.35,2.35,2.35,0,0,413.5
83295,LICI,2026-08-14,31151618,LICI26SEP370CE,370,CE,2026-09-29,50.9,50.9,50.9,50.9,0,1400,413.5
83296,LICI,2026-08-14,31151874,LICI26SEP370PE,370,PE,2026-09-29,1.2,1.2,1.2,1.2,0,145600,413.5
83297,LICI,2026-08-14,22968066,LICI26SEP375CE,375,CE,2026-09-29,59.7,59.7,59.7,59.7,0,0,413.5
83298,LICI,2026-08-14,22968322,LICI26SEP375PE,375,PE,2026-09-29,1.45,1.45,1.45,1.45,0,77000,413.5
83299,LICI,2026-08-14,31152130,LICI26SEP380CE,380,CE,2026-09-29,40.95,40.95,40.95,40.95,0,54600,413.5
83300,LICI,2026-08-14,31152386,LICI26SEP380PE,380,PE,2026-09-29,2,3.3,2,3.3,5600,361200,413.5
83301,LICI,2026-08-14,22982402,LICI26SEP385CE,385,CE,2026-09-29,51.55,51.55,51.55,51.55,0,0,413.5
83302,LICI,2026-08-14,22982658,LICI26SEP385PE,385,PE,2026-09-29,5.4,5.4,5.4,5.4,0,0,413.5
83303,LICI,2026-08-14,31154434,LICI26SEP390CE,390,CE,2026-09-29,31,31,31,31,0,277200,413.5
83304,LICI,2026-08-14,31154690,LICI26SEP390PE,390,PE,2026-09-29,3.2,3.2,3.2,3.2,0,247800,413.5
83305,LICI,2026-08-14,22985218,LICI26SEP395CE,395,CE,2026-09-29,19.55,19.55,19.55,19.55,0,0,413.5
83306,LICI,2026-08-14,22985474,LICI26SEP395PE,395,PE,2026-09-29,5.6,5.6,5.6,5.6,0,18200,413.5
83307,LICI,2026-08-14,31155970,LICI26SEP400CE,400,CE,2026-09-29,24,24,24,24,1400,302400,413.5
83308,LICI,2026-08-14,31156226,LICI26SEP400PE,400,PE,2026-09-29,14.3,14.3,6,6,4200,260400,413.5
83309,LICI,2026-08-14,22985730,LICI26SEP405CE,405,CE,2026-09-29,17.4,17.4,17.4,17.4,0,7000,413.5
83310,LICI,2026-08-14,22985986,LICI26SEP405PE,405,PE,2026-09-29,10.7,10.7,10.7,10.7,0,0,413.5
83311,LICI,2026-08-14,31162882,LICI26SEP410CE,410,CE,2026-09-29,16,16,15.95,15.95,2800,613200,413.5
83312,LICI,2026-08-14,31164930,LICI26SEP410PE,410,PE,2026-09-29,8.75,8.75,8.75,8.75,0,582400,413.5
83313,LICI,2026-08-14,22986242,LICI26SEP415CE,415,CE,2026-09-29,15.1,15.1,15.1,15.1,0,128800,413.5
83314,LICI,2026-08-14,22986498,LICI26SEP415PE,415,PE,2026-09-29,11,11,11,11,0,8400,413.5
83315,LICI,2026-08-14,31165186,LICI26SEP420CE,420,CE,2026-09-29,12.85,12.85,12.85,12.85,0,401800,413.5
83316,LICI,2026-08-14,31165442,LICI26SEP420PE,420,PE,2026-09-29,13.3,13.3,13.3,13.3,0,102200,413.5
83317,LICI,2026-08-14,22986754,LICI26SEP425CE,425,CE,2026-09-29,19.85,19.85,19.85,19.85,26600,22400,413.5
83318,LICI,2026-08-14,22987010,LICI26SEP425PE,425,PE,2026-09-29,35.5,35.5,35.5,35.5,0,2800,413.5
83319,LICI,2026-08-14,31165698,LICI26SEP430CE,430,CE,2026-09-29,9,9,9,9,0,84000,413.5
83320,LICI,2026-08-14,31165954,LICI26SEP430PE,430,PE,2026-09-29,18.95,18.95,18.95,18.95,0,7000,413.5
83321,LICI,2026-08-14,22987266,LICI26SEP435CE,435,CE,2026-09-29,7.3,7.3,7.3,7.3,0,16800,413.5
83322,LICI,2026-08-14,22987522,LICI26SEP435PE,435,PE,2026-09-29,27.15,27.15,27.15,27.15,0,5600,413.5
83323,LICI,2026-08-14,31166210,LICI26SEP440CE,440,CE,2026-09-29,4.35,4.35,4.35,4.35,0,256200,413.5
83324,LICI,2026-08-14,31166466,LICI26SEP440PE,440,PE,2026-09-29,29,29,29,29,0,12600,413.5
83325,LICI,2026-08-14,22987778,LICI26SEP445CE,445,CE,2026-09-29,4.5,4.5,4.5,4.5,0,19600,413.5
83326,LICI,2026-08-14,22988034,LICI26SEP445PE,445,PE,2026-09-29,31.75,31.75,31.75,31.75,0,4200,413.5
83327,LICI,2026-08-14,31166722,LICI26SEP450CE,450,CE,2026-09-29,4.9,4.9,2.65,2.65,2800,547400,413.5
83328,LICI,2026-08-14,31166978,LICI26SEP450PE,450,PE,2026-09-29,58.9,58.9,58.9,58.9,0,4200,413.5
83329,LICI,2026-08-14,22999298,LICI26SEP455CE,455,CE,2026-09-29,12.95,12.95,12.95,12.95,0,0,413.5
83330,LICI,2026-08-14,22999554,LICI26SEP455PE,455,PE,2026-09-29,36.05,36.05,36.05,36.05,0,0,413.5
83331,LICI,2026-08-14,31167234,LICI26SEP460CE,460,CE,2026-09-29,1.85,1.85,1.85,1.85,0,91000,413.5
83332,LICI,2026-08-14,31167490,LICI26SEP460PE,460,PE,2026-09-29,52,52,52,52,0,1400,413.5
83333,LICI,2026-08-14,23000322,LICI26SEP465CE,465,CE,2026-09-29,10.05,10.05,10.05,10.05,0,0,413.5
83334,LICI,2026-08-14,23000578,LICI26SEP465PE,465,PE,2026-09-29,43.05,43.05,43.05,43.05,0,0,413.5
83335,LICI,2026-08-14,31171842,LICI26SEP470CE,470,CE,2026-09-29,0.6,0.6,0.6,0.6,0,197400,413.5
83336,LICI,2026-08-14,31172098,LICI26SEP470PE,470,PE,2026-09-29,46.7,46.7,46.7,46.7,0,0,413.5
83337,LICI,2026-08-14,31174402,LICI26SEP480CE,480,CE,2026-09-29,1.45,1.45,1.45,1.45,0,4200,413.5
83338,LICI,2026-08-14,31174658,LICI26SEP480PE,480,PE,2026-09-29,67.1,67.1,67.1,67.1,0,1400,413.5
83339,LICI,2026-08-14,31174914,LICI26SEP490CE,490,CE,2026-09-29,10.5,10.5,10.5,10.5,0,0,413.5
83340,LICI,2026-08-14,31175170,LICI26SEP490PE,490,PE,2026-09-29,61.3,61.3,61.3,61.3,0,0,413.5
83341,LICI,2026-08-14,31175426,LICI26SEP500CE,500,CE,2026-09-29,1.25,1.25,1.25,1.25,0,252000,413.5
83342,LICI,2026-08-17,31148546,LICI26SEP330CE,330,CE,2026-09-29,107.65,107.65,107.65,107.65,0,0,410
83343,LICI,2026-08-17,31148802,LICI26SEP330PE,330,PE,2026-09-29,1,1,1,1,0,2800,410
83344,LICI,2026-08-17,22955778,LICI26SEP335CE,335,CE,2026-09-29,96.1,96.1,96.1,96.1,0,0,410
83345,LICI,2026-08-17,22956034,LICI26SEP335PE,335,PE,2026-09-29,0.5,0.5,0.5,0.5,0,0,410
83346,LICI,2026-08-17,31149058,LICI26SEP340CE,340,CE,2026-09-29,98.35,98.35,98.35,98.35,0,0,410
83347,LICI,2026-08-17,31150338,LICI26SEP340PE,340,PE,2026-09-29,1.45,1.45,1.45,1.45,0,0,410
83348,LICI,2026-08-17,22966274,LICI26SEP345CE,345,CE,2026-09-29,86.6,86.6,86.6,86.6,0,0,410
83349,LICI,2026-08-17,22966530,LICI26SEP345PE,345,PE,2026-09-29,0.85,0.85,0.85,0.85,0,0,410
83350,LICI,2026-08-17,31150594,LICI26SEP350CE,350,CE,2026-09-29,60,60,60,60,0,1400,410
83351,LICI,2026-08-17,31150850,LICI26SEP350PE,350,PE,2026-09-29,0.9,0.9,0.9,0.9,0,47600,410
83352,LICI,2026-08-17,22966786,LICI26SEP355CE,355,CE,2026-09-29,77.3,77.3,77.3,77.3,0,0,410
83353,LICI,2026-08-17,22967298,LICI26SEP355PE,355,PE,2026-09-29,1.45,1.45,1.45,1.45,0,0,410
83354,LICI,2026-08-17,31151106,LICI26SEP360CE,360,CE,2026-09-29,54.2,54.2,54.2,54.2,0,14000,410
83355,LICI,2026-08-17,31151362,LICI26SEP360PE,360,PE,2026-09-29,0.95,0.95,0.95,0.95,0,105000,410
83356,LICI,2026-08-17,22967554,LICI26SEP365CE,365,CE,2026-09-29,68.3,68.3,68.3,68.3,0,0,410
83357,LICI,2026-08-17,22967810,LICI26SEP365PE,365,PE,2026-09-29,2.35,2.35,2.35,2.35,0,0,410
83358,LICI,2026-08-17,31151618,LICI26SEP370CE,370,CE,2026-09-29,50.9,50.9,50.9,50.9,0,1400,410
83359,LICI,2026-08-17,31151874,LICI26SEP370PE,370,PE,2026-09-29,1.2,1.25,1.2,1.25,2800,147000,410
83360,LICI,2026-08-17,22968066,LICI26SEP375CE,375,CE,2026-09-29,59.7,59.7,59.7,59.7,0,0,410
83361,LICI,2026-08-17,22968322,LICI26SEP375PE,375,PE,2026-09-29,1.45,1.45,1.45,1.45,0,77000,410
83362,LICI,2026-08-17,31152130,LICI26SEP380CE,380,CE,2026-09-29,40.95,40.95,40.95,40.95,0,54600,410
83363,LICI,2026-08-17,31152386,LICI26SEP380PE,380,PE,2026-09-29,3.4,3.4,2.95,2.95,2800,358400,410
83364,LICI,2026-08-17,22982402,LICI26SEP385CE,385,CE,2026-09-29,51.55,51.55,51.55,51.55,0,0,410
83365,LICI,2026-08-17,22982658,LICI26SEP385PE,385,PE,2026-09-29,5.4,5.4,5.4,5.4,0,0,410
83366,LICI,2026-08-17,31154434,LICI26SEP390CE,390,CE,2026-09-29,31,31,31,31,0,277200,410
83367,LICI,2026-08-17,31154690,LICI26SEP390PE,390,PE,2026-09-29,3.2,3.2,3.2,3.2,0,247800,410
83368,LICI,2026-08-17,22985218,LICI26SEP395CE,395,CE,2026-09-29,19.55,19.55,19.55,19.55,0,0,410
83369,LICI,2026-08-17,22985474,LICI26SEP395PE,395,PE,2026-09-29,5.6,5.6,5.6,5.6,0,18200,410
83370,LICI,2026-08-17,31155970,LICI26SEP400CE,400,CE,2026-09-29,24,24,24,24,0,302400,410
83371,LICI,2026-08-17,31156226,LICI26SEP400PE,400,PE,2026-09-29,6,6,6,6,0,260400,410
83372,LICI,2026-08-17,22985730,LICI26SEP405CE,405,CE,2026-09-29,17.4,17.4,17.4,17.4,0,7000,410
83373,LICI,2026-08-17,22985986,LICI26SEP405PE,405,PE,2026-09-29,10.7,10.7,10.7,10.7,0,0,410
83374,LICI,2026-08-17,31162882,LICI26SEP410CE,410,CE,2026-09-29,16.15,16.15,15.2,15.2,4200,613200,410
83375,LICI,2026-08-17,31164930,LICI26SEP410PE,410,PE,2026-09-29,8.75,8.75,8.75,8.75,0,582400,410
83376,LICI,2026-08-17,22986242,LICI26SEP415CE,415,CE,2026-09-29,15.1,15.1,15.1,15.1,0,128800,410
83377,LICI,2026-08-17,22986498,LICI26SEP415PE,415,PE,2026-09-29,11,11,11,11,0,8400,410
83378,LICI,2026-08-17,31165186,LICI26SEP420CE,420,CE,2026-09-29,12.85,12.85,12.85,12.85,0,401800,410
83379,LICI,2026-08-17,31165442,LICI26SEP420PE,420,PE,2026-09-29,13.3,13.3,13.3,13.3,0,102200,410
83380,LICI,2026-08-17,22986754,LICI26SEP425CE,425,CE,2026-09-29,19.85,19.85,19.85,19.85,0,22400,410
83381,LICI,2026-08-17,22987010,LICI26SEP425PE,425,PE,2026-09-29,35.5,35.5,35.5,35.5,0,2800,410
83382,LICI,2026-08-17,31165698,LICI26SEP430CE,430,CE,2026-09-29,9,9,9,9,0,84000,410
83383,LICI,2026-08-17,31165954,LICI26SEP430PE,430,PE,2026-09-29,18.95,18.95,18.95,18.95,0,7000,410
83384,LICI,2026-08-17,22987266,LICI26SEP435CE,435,CE,2026-09-29,7.3,7.3,7.3,7.3,0,16800,410
83385,LICI,2026-08-17,22987522,LICI26SEP435PE,435,PE,2026-09-29,27.15,27.15,27.15,27.15,0,5600,410
83386,LICI,2026-08-17,31166210,LICI26SEP440CE,440,CE,2026-09-29,4.35,4.35,4.35,4.35,0,256200,410
83387,LICI,2026-08-17,31166466,LICI26SEP440PE,440,PE,2026-09-29,29,29,29,29,0,12600,410
83388,LICI,2026-08-17,22987778,LICI26SEP445CE,445,CE,2026-09-29,4.5,4.5,4.5,4.5,0,19600,410
83389,LICI,2026-08-17,22988034,LICI26SEP445PE,445,PE,2026-09-29,31.75,31.75,31.75,31.75,0,4200,410
83390,LICI,2026-08-17,31166722,LICI26SEP450CE,450,CE,2026-09-29,3,5,3,5,4200,543200,410
83391,LICI,2026-08-17,31166978,LICI26SEP450PE,450,PE,2026-09-29,58.9,58.9,58.9,58.9,0,4200,410
83392,LICI,2026-08-17,22999298,LICI26SEP455CE,455,CE,2026-09-29,12.95,12.95,12.95,12.95,0,0,410
83393,LICI,2026-08-17,22999554,LICI26SEP455PE,455,PE,2026-09-29,36.05,36.05,36.05,36.05,0,0,410
83394,LICI,2026-08-17,31167234,LICI26SEP460CE,460,CE,2026-09-29,1.85,1.85,1.85,1.85,0,91000,410
83395,LICI,2026-08-17,31167490,LICI26SEP460PE,460,PE,2026-09-29,52,52,52,52,0,1400,410
83396,LICI,2026-08-17,23000322,LICI26SEP465CE,465,CE,2026-09-29,10.05,10.05,10.05,10.05,0,0,410
83397,LICI,2026-08-17,23000578,LICI26SEP465PE,465,PE,2026-09-29,43.05,43.05,43.05,43.05,0,0,410
83398,LICI,2026-08-17,31171842,LICI26SEP470CE,470,CE,2026-09-29,0.6,0.6,0.6,0.6,0,197400,410
83399,LICI,2026-08-17,31172098,LICI26SEP470PE,470,PE,2026-09-29,46.7,46.7,46.7,46.7,0,0,410
83400,LICI,2026-08-17,31174402,LICI26SEP480CE,480,CE,2026-09-29,1.45,1.45,1.45,1.45,0,4200,410
83401,LICI,2026-08-17,31174658,LICI26SEP480PE,480,PE,2026-09-29,67.1,67.1,67.1,67.1,0,1400,410
